id,name,nickname,email,phone_number,birth_date,gender,profile_image_url,interested_categories,reported_count,created_at,updated_at
c8a42d65-b005-4208-9211-7ce06a779f73,김민준,yeeun27_594,hyeonju27@example.org,016-682-9130,1977-02-28,male,https://picsum.photos/id/213/200/200,"{식품간식류,생활용품,뷰티헬스케어}",0,2025-08-21 02:56:00,2025-03-28 06:46:17
7606e9e4-b2d5-4636-bde0-dc4bc08e5c8d,이지아,eunseogim_478,jeongjagim@example.net,044-075-8289,1988-01-27,female,https://picsum.photos/id/214/200/200,"{생활용품,패션잡화}",0,2025-02-26 10:25:23,2025-02-07 05:18:47
5e5b30bd-7546-4de3-9026-e4046b4b9a2c,최수민,seonghun51_117,minseo01@example.com,017-903-1491,1991-11-19,female,https://picsum.photos/id/215/200/200,{식품간식류},0,2025-02-07 10:21:45,2024-12-09 09:47:24
2c81d0c6-c831-455d-b8ae-4fa9c1fd45dc,김서영,jeongnam43_109,sanghyeon58@example.com,055-222-0428,2001-07-24,female,https://picsum.photos/id/216/200/200,"{생활용품,뷰티헬스케어,패션잡화}",0,2025-04-20 13:03:45,2025-06-08 10:25:38
09d96179-a065-4048-892f-bc7388a1e91a,박미숙,sgim_710,munsiu@example.com,054-322-1869,2005-02-19,female,https://picsum.photos/id/217/200/200,{생활용품},0,2025-07-12 21:22:31,2025-03-24 11:07:15
f25e438a-9577-4346-b471-d2586a870628,구지영,seungminbag_151,gimhyeonju@example.org,041-273-0959,1970-12-14,male,https://picsum.photos/id/218/200/200,"{생활용품,패션잡화,뷰티헬스케어}",0,2025-01-13 17:19:53,2025-09-11 20:43:00
ee5be88c-6f46-487b-a85d-0e9edb5686f7,장현정,seoyeong05_475,jungsu92@example.net,054-391-5762,1997-12-27,female,https://picsum.photos/id/219/200/200,"{식품간식류,패션잡화,생활용품}",0,2024-10-24 22:24:19,2025-01-20 17:47:03
cf8ff016-a4a1-4fcb-9c60-7b12dcf587c1,김성현,subin31_480,jiweon11@example.org,053-639-3486,1983-09-13,female,https://picsum.photos/id/220/200/200,{패션잡화},0,2025-06-15 20:43:15,2025-08-02 15:58:01
056078e0-d5e6-4009-910b-4a8f2ac8b223,김성호,isujin_893,coeseoyeon@example.net,018-396-2524,1979-08-21,female,https://picsum.photos/id/221/200/200,"{패션잡화,뷰티헬스케어,생활용품}",0,2025-08-29 06:10:24,2025-08-21 00:14:03
07569fe7-e42b-4bcb-b42b-94282a7dfa1b,권영일,gimhayun_357,hyeonju69@example.org,031-052-0718,1992-01-30,female,https://picsum.photos/id/222/200/200,"{뷰티헬스케어,생활용품,식품간식류}",0,2025-07-21 01:55:44,2025-02-14 06:07:41
646da9c0-157d-4a53-ac5b-104a30d9f6d2,최명자,seonghunno_412,minsu18@example.net,044-943-4155,2003-11-23,male,https://picsum.photos/id/223/200/200,"{뷰티헬스케어,생활용품,식품간식류}",0,2025-04-26 13:49:09,2025-02-13 17:13:59
66afec6f-84db-4019-9667-1fe7936b3724,황현지,minji01_563,gimeungyeong@example.net,055-685-0804,1994-10-05,male,https://picsum.photos/id/224/200/200,"{식품간식류,뷰티헬스케어}",0,2025-05-08 18:41:36,2025-05-22 04:55:43
94450bdd-fbd6-4a05-8aba-e59da3972d82,고진우,jinho53_797,cyang@example.com,011-013-2282,1986-08-04,male,https://picsum.photos/id/225/200/200,"{뷰티헬스케어,생활용품}",1,2024-10-24 06:35:37,2024-10-07 18:02:34
411a34a1-6175-4b1c-9a4a-7a63fb11da9f,송현주,eunjijang_182,gimmyeongja@example.org,042-969-5680,1997-05-06,female,https://picsum.photos/id/226/200/200,"{식품간식류,패션잡화,생활용품}",0,2025-05-22 16:03:04,2025-05-22 17:05:02
ff64662e-b45a-489c-8e3a-255458e0bf47,김진우,eunji09_449,ti@example.com,010-2781-2843,1977-06-05,female,https://picsum.photos/id/227/200/200,"{생활용품,패션잡화,식품간식류}",0,2025-07-15 05:56:40,2025-04-18 08:59:39
a107aa74-5b5c-4c70-ac8e-d2c2c53b4098,진경숙,songjeongnam_997,yeongceol38@example.org,042-488-5319,1981-02-28,female,https://picsum.photos/id/228/200/200,"{식품간식류,뷰티헬스케어,생활용품}",0,2024-10-07 16:29:23,2025-08-04 16:05:33
04211023-7a5c-4834-8e42-038eb844a6d7,박정식,gyeongsugi_733,yeongmigim@example.org,032-049-5203,2000-03-01,female,https://picsum.photos/id/229/200/200,"{생활용품,패션잡화}",0,2025-09-27 12:32:42,2025-03-30 14:24:05
406480ed-7363-4ec7-96cc-54a6645b2372,이정웅,yunhaeun_333,ksong@example.org,031-739-1888,1974-12-11,female,https://picsum.photos/id/230/200/200,"{뷰티헬스케어,생활용품,패션잡화}",0,2025-02-20 15:55:38,2025-08-16 04:23:07
c9e3a56b-981d-459b-b2f1-1b52036ef434,김현정,seonyeonggim_785,sangceoli@example.net,064-722-2387,1979-06-21,male,https://picsum.photos/id/231/200/200,"{생활용품,뷰티헬스케어,패션잡화}",0,2024-10-29 10:37:16,2024-12-22 10:14:28
92aba89c-bd97-450b-9bb0-4b4d888b73df,남시우,bagseungmin_752,oyejin@example.net,011-448-2664,2001-12-23,female,https://picsum.photos/id/232/200/200,{식품간식류},0,2024-12-02 16:11:07,2025-08-20 13:10:10
2c86e01f-6bbd-49a2-922c-336eb3a14940,이준혁,jeonghobag_981,iminseo@example.net,051-710-1646,1993-10-02,female,https://picsum.photos/id/233/200/200,{생활용품},0,2025-04-13 22:33:27,2025-07-22 10:48:21
2069e297-9065-4c0e-9501-f21d8bd653c2,김상호,heocunja_849,osong@example.org,051-549-7216,1971-04-24,female,https://picsum.photos/id/234/200/200,{생활용품},0,2025-02-01 14:36:35,2025-05-22 04:16:37
8dea597a-d775-4566-b193-9726d3fd5a51,김광수,bagjiweon_233,sanghyeongim@example.org,010-4783-7447,2003-05-24,male,https://picsum.photos/id/235/200/200,"{패션잡화,생활용품,식품간식류}",0,2025-02-21 07:49:13,2025-03-10 00:55:23
ecd66ec7-b694-4313-8dbe-580e11b7126f,우정수,gimeunju_807,hyeonjunhwang@example.net,044-822-0892,1997-09-24,male,https://picsum.photos/id/236/200/200,"{패션잡화,뷰티헬스케어,생활용품}",0,2024-11-16 14:14:02,2024-12-23 20:50:39
87f94267-027d-4488-9628-ca721f414328,장정웅,pi_140,migyeong91@example.org,011-675-0672,1984-04-10,male,https://picsum.photos/id/237/200/200,"{패션잡화,생활용품}",0,2024-12-25 07:05:38,2025-01-27 18:51:37
46611ff0-bf10-4ba2-82e4-5208c06148e3,이도현,yujini_634,seohyeoni@example.net,017-211-9064,1984-09-03,female,https://picsum.photos/id/238/200/200,"{생활용품,패션잡화}",0,2025-01-11 01:10:48,2025-01-22 23:10:40
deb4f469-eeb5-4c12-9c99-054d3d288949,김민준,ti_905,minjaegim@example.org,043-568-0967,1996-01-26,male,https://picsum.photos/id/239/200/200,"{뷰티헬스케어,식품간식류,생활용품}",0,2025-03-18 16:36:12,2024-11-10 00:15:23
7cce6641-78b7-4f9a-a9cb-2bf72c620847,이윤서,ygim_291,gimsanghyeon@example.org,053-216-4150,1999-06-18,male,https://picsum.photos/id/240/200/200,"{패션잡화,생활용품,식품간식류}",0,2025-04-16 11:25:43,2025-05-05 19:32:54
5691d47c-0ed7-41a8-84d2-d7d561634741,이혜진,jgim_662,sgim@example.com,042-217-4367,1973-03-29,female,https://picsum.photos/id/241/200/200,"{생활용품,패션잡화,뷰티헬스케어}",0,2025-09-29 22:37:04,2024-11-23 14:10:44
d86551e2-09e9-4711-8877-c687272b594e,이경숙,bagyeongmi_941,uminsu@example.net,061-688-6099,1996-03-28,female,https://picsum.photos/id/242/200/200,"{생활용품,패션잡화,식품간식류}",0,2024-11-03 08:17:28,2025-03-26 05:19:45
9f469161-3f79-47b2-9d14-272af2b4d138,이지영,jbae_918,minseo73@example.org,011-981-0038,1987-06-05,male,https://picsum.photos/id/243/200/200,{생활용품},0,2025-09-11 14:55:07,2025-01-31 01:03:46
d14f5f7e-1991-448e-abce-430528456cfa,류종수,jiu49_555,yeonghyibag@example.com,064-784-3579,1981-07-25,female,https://picsum.photos/id/244/200/200,{식품간식류},0,2025-06-08 05:12:25,2024-11-16 12:52:11
0764de73-d80a-48b8-819c-a226f3567b60,임도현,sanghoi_312,yi@example.net,054-899-0640,2002-09-16,female,https://picsum.photos/id/245/200/200,"{뷰티헬스케어,식품간식류,패션잡화}",0,2025-04-06 16:59:51,2025-04-06 09:04:49
81a03e7b-8a07-4773-b182-800a80c76d75,이서영,jangseoyun_909,donghyeongo@example.net,016-341-7452,1979-07-21,male,https://picsum.photos/id/246/200/200,{식품간식류},0,2025-01-08 19:14:52,2025-01-25 06:01:43
5fe5bf04-22e7-4136-a695-56a2d890463d,김성민,csin_306,jeongsig52@example.com,042-985-0045,1973-11-29,female,https://picsum.photos/id/247/200/200,{식품간식류},0,2024-10-13 21:19:20,2024-11-22 22:36:02
fe727b44-75ef-4210-a943-3913b6599098,이현정,hyeonjugim_327,ijiyeong@example.org,042-079-2584,1997-07-30,female,https://picsum.photos/id/248/200/200,{패션잡화},0,2025-05-09 04:28:18,2024-10-13 20:12:12
fb5e8b5d-f81f-45e9-84e8-107ee5a30ee6,류정숙,yunjunho_572,pgim@example.com,043-530-5552,1977-11-12,male,https://picsum.photos/id/249/200/200,{뷰티헬스케어},0,2024-10-29 02:39:47,2024-11-27 13:25:15
e47962c8-faf6-4e96-a3a2-66cefcc3a56e,최종수,cgweon_363,yeongjagim@example.org,062-466-5314,1974-05-09,male,https://picsum.photos/id/250/200/200,"{생활용품,식품간식류}",0,2025-04-16 15:13:01,2025-02-16 05:13:14
0256721a-e34b-40ed-baac-e4a61c5c922d,고종수,haeun57_702,si@example.com,018-015-9421,1992-10-02,male,https://picsum.photos/id/251/200/200,"{생활용품,패션잡화}",0,2024-11-21 21:39:35,2025-04-19 11:39:00
f395bae7-737e-4abb-8e1a-5052aedc8268,김성민,seonghyeon21_149,hyeonjun93@example.com,062-712-1801,2000-07-02,male,https://picsum.photos/id/252/200/200,{생활용품},0,2025-09-23 05:25:34,2025-06-22 19:23:59
c92b8c38-5f68-4859-b542-1ef8979efe81,홍상철,yeongsug88_810,cbag@example.com,063-411-1095,1996-12-04,male,https://picsum.photos/id/253/200/200,"{패션잡화,식품간식류,생활용품}",0,2024-11-13 22:27:16,2025-01-10 03:44:38
e0a53977-23ae-4b7f-aeb3-ef7d1a532eac,김정순,ei_607,gimeunju@example.org,064-736-0326,2002-06-30,male,https://picsum.photos/id/254/200/200,"{식품간식류,패션잡화,뷰티헬스케어}",0,2024-10-10 07:14:46,2024-12-28 20:49:00
e8455c99-f863-4539-a0d9-b1fa4bf604ed,이채원,hongyeji_845,igim@example.com,018-597-4164,1993-09-24,male,https://picsum.photos/id/255/200/200,{뷰티헬스케어},0,2024-11-05 10:48:45,2025-01-28 05:59:13
c115f2ca-a52e-4b49-834c-541be6c924ee,이윤서,coejeonghyi_179,ogjagim@example.org,053-347-1308,1995-07-02,male,https://picsum.photos/id/256/200/200,"{식품간식류,뷰티헬스케어}",1,2024-12-30 03:20:45,2025-04-28 05:54:55
863de8b4-1dff-4716-ba47-a724be76c3c8,이정순,kgim_347,mhan@example.org,019-702-3543,1992-03-16,female,https://picsum.photos/id/257/200/200,"{식품간식류,패션잡화,생활용품}",0,2024-12-24 01:11:59,2025-03-01 18:44:32
5622dc1e-2296-422e-be52-085e5f726725,이미정,qgim_893,yeongsug25@example.com,061-500-8800,1971-01-20,female,https://picsum.photos/id/258/200/200,{식품간식류},0,2025-03-05 06:39:18,2025-06-27 13:30:05
b6a1a914-f0e1-4cea-a5c1-e715cba25505,박성민,jaehoheo_557,miyeong73@example.com,032-950-0213,1984-07-15,female,https://picsum.photos/id/259/200/200,"{식품간식류,패션잡화}",0,2025-05-12 02:33:22,2025-04-16 15:56:57
6bdb249f-3202-4223-94a0-1e1e97992a06,박지훈,jeom_919,gimyeonghyi@example.net,064-764-1512,1970-03-16,male,https://picsum.photos/id/260/200/200,"{생활용품,식품간식류}",0,2025-07-14 19:36:14,2025-08-22 10:45:46
61f96c8e-3deb-4dd0-8d13-d08bcc494347,장현지,jiao_410,sanghyeon67@example.net,019-558-4624,1971-10-29,male,https://picsum.photos/id/261/200/200,"{뷰티헬스케어,식품간식류,패션잡화}",0,2025-03-17 07:56:22,2025-01-04 02:03:51
5695b8a7-e325-4719-94df-ee5386529b0c,이정희,json_260,iseunghyeon@example.org,062-173-8841,1987-01-16,female,https://picsum.photos/id/262/200/200,"{식품간식류,뷰티헬스케어,패션잡화}",0,2025-06-16 13:12:12,2025-08-24 04:17:50
e23ef29b-8b0f-48dd-bdb4-f7fbbfa4e9ed,고은지,miyeongcoe_676,sunja72@example.org,018-289-0512,1980-10-26,female,https://picsum.photos/id/263/200/200,"{생활용품,식품간식류}",0,2025-07-02 11:23:33,2024-10-16 07:44:57
5e13742c-181e-4a78-a0ec-3d3d9ea6ab6c,김혜진,jiajo_817,bagjunyeong@example.net,054-017-8417,2003-04-13,male,https://picsum.photos/id/264/200/200,{생활용품},0,2024-12-27 00:53:13,2025-08-05 02:19:33
3380461d-486d-4d25-aaa7-24c09a74e047,류정훈,jihyegim_960,ogim@example.net,018-651-1517,1969-12-19,female,https://picsum.photos/id/265/200/200,{패션잡화},0,2025-03-18 12:09:11,2025-09-07 07:00:03
55244865-5103-416c-b57d-b62d120dacac,최선영,kcoe_118,ki@example.org,061-360-8178,2000-01-24,male,https://picsum.photos/id/266/200/200,"{뷰티헬스케어,생활용품,식품간식류}",0,2025-09-04 01:46:37,2025-01-22 00:54:34
54608185-9147-4c9a-8931-86635f32c312,박정수,yeonggil56_308,hi@example.net,017-896-0419,1982-04-10,male,https://picsum.photos/id/267/200/200,"{식품간식류,뷰티헬스케어,패션잡화}",0,2025-06-12 04:32:46,2024-10-10 08:46:48
1b264521-ed9b-4b04-aa78-cfcb3cf891f9,서지연,yeongsugjang_320,bagsubin@example.org,062-858-5759,1970-07-21,female,https://picsum.photos/id/268/200/200,"{뷰티헬스케어,식품간식류,패션잡화}",0,2025-07-16 10:52:32,2025-06-01 01:07:20
b62f6870-2d6b-4611-9dce-a29d05662a17,고옥순,seonyeong65_371,eungyeonggim@example.com,063-475-6353,1978-10-25,male,https://picsum.photos/id/269/200/200,"{패션잡화,뷰티헬스케어}",0,2024-12-01 21:58:10,2024-10-10 14:31:26
4b6008c7-2703-462c-a5ec-d281d1999bd7,임정자,yeongsui_146,gimsanghyeon@example.net,062-876-5277,1985-12-03,male,https://picsum.photos/id/270/200/200,"{패션잡화,식품간식류,뷰티헬스케어}",0,2025-05-19 15:01:27,2025-04-27 13:16:28
8406b729-cb2b-4331-a5e7-85e6ce19d737,홍정호,jia76_215,yejinyun@example.net,033-078-4673,1983-07-10,female,https://picsum.photos/id/271/200/200,"{식품간식류,생활용품,뷰티헬스케어}",0,2025-04-29 13:07:09,2025-09-20 08:25:37
a215419f-b357-4db4-874b-63377531d608,서현우,hson_813,jeongho79@example.org,054-194-4699,1977-04-01,male,https://picsum.photos/id/272/200/200,{생활용품},0,2024-10-30 14:44:50,2025-09-20 18:35:20
91b0e9b1-dbd3-4000-b2c4-fb1c967019ba,김영환,gwangsuhwang_276,jinjunho@example.org,054-561-7567,1972-11-24,male,https://picsum.photos/id/273/200/200,"{패션잡화,생활용품,식품간식류}",0,2025-07-11 23:45:34,2024-10-18 06:32:03
80639f8a-7574-4251-8dd8-7993791328bd,오준영,gyeongsu41_320,han@example.com,042-679-6835,2003-08-12,female,https://picsum.photos/id/274/200/200,"{식품간식류,뷰티헬스케어}",0,2025-01-12 12:17:17,2025-02-13 05:16:04
2ff16e29-65d7-4350-9986-58d030dc1927,송광수,gimjieun_417,gweongyeonghyi@example.org,010-4625-3221,1970-10-10,male,https://picsum.photos/id/275/200/200,"{뷰티헬스케어,식품간식류,생활용품}",0,2024-10-02 13:14:22,2025-09-02 08:56:02
4d4f8856-a30b-47ab-beac-2b57bdba1766,서상훈,wi_774,hmin@example.org,053-135-6160,1997-11-04,female,https://picsum.photos/id/276/200/200,"{식품간식류,뷰티헬스케어,패션잡화}",0,2025-01-31 06:00:21,2025-05-31 18:35:43
cac52f8a-cf63-4ffe-9234-6fc13c312541,유건우,hyeonju31_531,fgim@example.net,011-435-1195,1987-05-24,male,https://picsum.photos/id/277/200/200,"{뷰티헬스케어,생활용품}",0,2025-05-16 03:15:59,2025-06-28 21:30:00
2c9acc69-65bd-4d33-a928-6f2aec4166f9,양영미,ai_386,ui@example.com,054-912-7709,1993-08-02,male,https://picsum.photos/id/278/200/200,{패션잡화},0,2025-08-12 19:32:34,2025-02-04 14:26:23
a2b9eb28-9740-4cdc-9e30-dfc78c24002e,김미경,haeunbaeg_742,wbae@example.com,016-487-9970,1987-05-01,male,https://picsum.photos/id/279/200/200,"{패션잡화,생활용품,식품간식류}",0,2025-04-18 21:54:12,2025-05-16 03:11:27
4787ae4d-072d-4fcd-841a-7c7eb3163af7,박지혜,hayungim_190,yuneunjeong@example.net,064-797-0129,1989-10-02,female,https://picsum.photos/id/280/200/200,"{식품간식류,패션잡화}",0,2025-04-24 10:26:32,2025-03-01 11:30:48
1b3cd47e-ed6d-4ab0-9d21-7c9bf69c5d30,백미숙,gimjunho_344,gueunyeong@example.com,070-3926-6010,2000-10-16,female,https://picsum.photos/id/281/200/200,{생활용품},0,2025-08-18 10:50:05,2025-06-13 05:27:31
f9d8922b-aa65-4233-8e94-9def596a9456,김순자,kryu_711,ngweon@example.com,041-439-2125,1995-11-10,female,https://picsum.photos/id/282/200/200,{생활용품},0,2024-12-11 16:46:50,2025-08-03 09:36:57
c1c07c65-d549-4df2-ba05-189adad3702d,김종수,ogjagim_628,jeonghun48@example.com,063-984-2041,1978-01-13,male,https://picsum.photos/id/283/200/200,{식품간식류},0,2025-08-11 22:36:24,2024-11-08 17:49:07
7c6f801b-f253-47f7-90a0-8094bbb3b43a,한예은,hyeonjeong12_301,ubag@example.net,018-444-4232,1989-04-16,female,https://picsum.photos/id/284/200/200,"{패션잡화,생활용품,식품간식류}",0,2024-12-16 04:23:00,2025-02-14 16:55:38
f27be63e-765c-4f6f-9150-ba0b6ef8ca50,이상호,yeeunson_784,eunyeonggweon@example.com,043-598-9509,1995-09-01,male,https://picsum.photos/id/285/200/200,"{식품간식류,패션잡화}",0,2025-04-03 06:01:12,2025-02-11 00:05:49
7101c415-d04e-4b86-b8ca-57e71c50bdae,이옥자,seongmin49_429,misug60@example.net,070-7826-3290,1996-02-22,male,https://picsum.photos/id/286/200/200,"{생활용품,뷰티헬스케어,패션잡화}",0,2025-05-30 08:11:01,2024-11-15 20:03:16
a283899b-848a-4016-a5aa-d79e34584da6,백채원,jimincoe_795,sgang@example.com,063-760-6051,2000-08-15,male,https://picsum.photos/id/287/200/200,"{식품간식류,패션잡화,뷰티헬스케어}",0,2025-01-19 23:26:53,2025-09-16 19:15:35
cce0c58f-212b-438a-a8ae-ab9bf8d45f0c,이혜진,eunjeonggim_959,eunyeongi@example.org,031-472-4490,1980-08-18,male,https://picsum.photos/id/288/200/200,"{패션잡화,생활용품,식품간식류}",0,2025-04-11 21:13:47,2025-09-10 16:14:25
2a30565b-61a8-4506-b131-1e71b3707d5c,문정훈,junho77_542,hanyeonggil@example.net,055-315-5229,1980-07-02,male,https://picsum.photos/id/289/200/200,{생활용품},0,2025-06-19 10:32:04,2025-08-15 06:37:11
87a72b02-bf32-4f62-b093-4d683a00944b,김지훈,gimseunghyeon_887,yeongsuni@example.net,033-786-0892,1990-04-02,male,https://picsum.photos/id/290/200/200,"{식품간식류,패션잡화,생활용품}",0,2025-02-03 12:40:27,2025-03-22 04:45:34
f8830a6e-95dc-4f9e-86e9-2e89da4d627c,황영일,yeongsugju_843,ganggyeonghyi@example.net,017-510-3287,1991-02-08,female,https://picsum.photos/id/291/200/200,{패션잡화},0,2025-06-26 17:31:42,2024-10-13 05:14:49
ff2cd476-96ea-49d0-9bcd-c04d1e996f38,최경자,hseo_956,hyejini@example.com,010-3670-2742,1994-07-28,male,https://picsum.photos/id/292/200/200,"{생활용품,식품간식류,패션잡화}",0,2025-01-24 10:54:41,2025-06-26 23:40:39
7a762cc1-f2b9-4d70-86ee-f61c19b8b2eb,이지연,seongsui_581,jeongsun75@example.net,033-201-6011,1983-08-11,female,https://picsum.photos/id/293/200/200,{뷰티헬스케어},0,2025-02-19 01:25:58,2025-04-25 19:25:30
5309f445-03aa-47d0-a4d5-dd7cec2fad1b,송유진,tgang_278,gimsubin@example.org,064-762-2377,1970-12-10,male,https://picsum.photos/id/294/200/200,{뷰티헬스케어},0,2025-05-02 11:21:05,2025-05-06 22:01:15
81d05984-4a07-4756-9534-8cb2a8700510,김미정,ijunyeong_433,eunju95@example.org,070-5549-0876,2004-11-24,female,https://picsum.photos/id/295/200/200,"{패션잡화,뷰티헬스케어,생활용품}",0,2024-10-21 02:12:43,2025-07-22 06:23:09
ffbaf8d1-89ea-4a21-9df7-9eb063de25e5,최영호,baejunho_352,vno@example.org,010-8900-9082,1979-08-17,male,https://picsum.photos/id/296/200/200,{생활용품},0,2025-02-09 04:56:27,2025-05-06 07:15:26
aa32f778-59f2-4d9f-8175-85c4e5d38b16,이준서,xbag_812,iseonghyeon@example.org,031-207-6990,1981-09-09,male,https://picsum.photos/id/297/200/200,{식품간식류},0,2025-07-31 01:35:39,2025-04-01 20:05:27
f452e018-786f-431b-9c45-4ec3f9766f78,최정호,oryu_607,iyeongho@example.com,070-5323-9494,2002-08-12,male,https://picsum.photos/id/298/200/200,{생활용품},0,2024-11-13 09:40:20,2024-12-23 07:41:57
6e81bc08-3d57-4015-8d12-ec7c62c2c0d8,차수빈,lgim_365,jiuyun@example.org,070-2732-0093,1987-08-04,female,https://picsum.photos/id/299/200/200,"{식품간식류,패션잡화,뷰티헬스케어}",0,2025-06-04 23:07:22,2024-11-10 02:44:51
9c32c5e3-0b5c-4ce6-831b-c0b861b1c109,박아름,seunghyeon24_410,jihye85@example.org,062-088-1744,1992-06-03,male,https://picsum.photos/id/300/200/200,"{생활용품,패션잡화}",0,2025-05-17 19:27:00,2025-05-22 10:52:54
719808f5-13e8-41ca-9ccb-363f36781100,이명자,xgim_723,eunjigim@example.org,044-519-3108,1992-11-05,female,https://picsum.photos/id/301/200/200,{생활용품},1,2025-01-27 05:47:10,2024-12-04 07:58:06
0de03eff-8d47-407e-afe3-521283c01c2c,김서윤,yejin21_781,dbag@example.com,070-9051-4906,1982-02-19,male,https://picsum.photos/id/302/200/200,{식품간식류},0,2025-04-21 12:25:18,2024-12-22 20:13:28
04cabfde-709f-4497-9dbe-a24e1347efd2,박서연,seunghyeonhwang_854,gimmiyeong@example.com,017-109-7605,1972-07-06,female,https://picsum.photos/id/303/200/200,"{식품간식류,생활용품,뷰티헬스케어}",0,2025-02-12 16:40:09,2024-11-07 03:37:35
920fc399-816e-4a4f-9fdf-cf53e7dbf789,손지원,yeongsuggim_235,gimjeonghun@example.org,010-7454-7220,1992-09-10,female,https://picsum.photos/id/304/200/200,{생활용품},0,2025-03-12 19:31:00,2025-07-09 18:26:42
a458f01b-6a9d-4195-90e3-6d18757308d8,이주원,ni_989,dhong@example.com,054-144-1208,1970-06-20,female,https://picsum.photos/id/305/200/200,{생활용품},0,2025-09-11 01:55:53,2025-06-14 18:02:53
fd573e97-84ae-4b18-880b-7bb3de96ca35,최지현,seungmin69_857,baeghyeonju@example.net,041-900-5103,1989-07-06,male,https://picsum.photos/id/306/200/200,{생활용품},0,2025-08-17 08:56:59,2025-01-31 18:07:48
3e83f520-1bc6-4f2f-9d81-e97860bae262,김종수,ohyeonjun_809,mgim@example.net,044-816-1071,1977-12-02,male,https://picsum.photos/id/307/200/200,{뷰티헬스케어},0,2025-03-20 02:21:44,2025-02-03 18:31:47
47580e2c-cff4-4635-a5b2-d9645b9f3577,문성진,jinho74_450,minji92@example.net,018-012-6893,1984-03-10,male,https://picsum.photos/id/308/200/200,"{뷰티헬스케어,생활용품}",0,2025-05-15 08:53:48,2025-04-24 11:01:50
4a14eeea-85ee-42da-85ec-b97d0a840351,박정호,hi_195,haeungim@example.org,018-653-3313,1980-10-04,male,https://picsum.photos/id/309/200/200,"{식품간식류,뷰티헬스케어,패션잡화}",0,2025-05-06 10:00:06,2025-03-06 06:49:40
